route_id,trip_id,service_id,trip_short_name,trip_headsign,direction_id,shape_id
4,L4S1_021-DOM,Domingos,L4S1_021-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_021-SAB,Sabados,L4S1_021-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_022-DOM,Domingos,L4S1_022-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_025-LAB,Laborables,L4S1_025-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_034-LAB,Laborables,L4S1_034-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_041-LAB,Laborables,L4S1_041-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_050-LAB,Laborables,L4S1_050-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_057-LAB,Laborables,L4S1_057-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_066-LAB,Laborables,L4S1_066-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_073-LAB,Laborables,L4S1_073-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_082-LAB,Laborables,L4S1_082-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_089-LAB,Laborables,L4S1_089-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_098-LAB,Laborables,L4S1_098-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_105-LAB,Laborables,L4S1_105-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_114-LAB,Laborables,L4S1_114-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_121-LAB,Laborables,L4S1_121-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_130-LAB,Laborables,L4S1_130-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_137-LAB,Laborables,L4S1_137-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_146-LAB,Laborables,L4S1_146-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_153-LAB,Laborables,L4S1_153-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S1_162-LAB,Laborables,L4S1_162-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S1_169-LAB,Laborables,L4S1_169-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_001-DOM,Domingos,L4S2_001-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_001-SAB,Sabados,L4S2_001-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_002-DOM,Domingos,L4S2_002-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_002-SAB,Sabados,L4S2_002-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_003-DOM,Domingos,L4S2_003-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_003-SAB,Sabados,L4S2_003-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_004-DOM,Domingos,L4S2_004-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_004-SAB,Sabados,L4S2_004-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_005-DOM,Domingos,L4S2_005-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_005-SAB,Sabados,L4S2_005-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_006-DOM,Domingos,L4S2_006-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_006-SAB,Sabados,L4S2_006-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_007-DOM,Domingos,L4S2_007-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_007-SAB,Sabados,L4S2_007-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_008-DOM,Domingos,L4S2_008-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_008-SAB,Sabados,L4S2_008-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_009-DOM,Domingos,L4S2_009-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_009-SAB,Sabados,L4S2_009-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_010-DOM,Domingos,L4S2_010-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_010-SAB,Sabados,L4S2_010-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_011-DOM,Domingos,L4S2_011-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_011-LAB,Laborables,L4S2_011-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_011-SAB,Sabados,L4S2_011-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_012-DOM,Domingos,L4S2_012-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_012-SAB,Sabados,L4S2_012-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_013-DOM,Domingos,L4S2_013-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_013-SAB,Sabados,L4S2_013-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_014-DOM,Domingos,L4S2_014-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_014-SAB,Sabados,L4S2_014-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_015-DOM,Domingos,L4S2_015-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_015-SAB,Sabados,L4S2_015-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_016-DOM,Domingos,L4S2_016-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_016-SAB,Sabados,L4S2_016-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_017-DOM,Domingos,L4S2_017-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_017-SAB,Sabados,L4S2_017-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_018-DOM,Domingos,L4S2_018-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_018-SAB,Sabados,L4S2_018-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_019-DOM,Domingos,L4S2_019-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_019-SAB,Sabados,L4S2_019-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_020-DOM,Domingos,L4S2_020-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_020-LAB,Laborables,L4S2_020-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_020-SAB,Sabados,L4S2_020-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_021-DOM,Domingos,L4S2_021-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_021-SAB,Sabados,L4S2_021-SAB,LAKUA / CATEDRAL,0,sha-019cf3b9
4,L4S2_022-DOM,Domingos,L4S2_022-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_023-DOM,Domingos,L4S2_023-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_024-DOM,Domingos,L4S2_024-DOM,MARITURRI / PORTAL ARRIAGA,0,sha-130153c2
4,L4S2_027-LAB,Laborables,L4S2_027-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_036-LAB,Laborables,L4S2_036-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_043-LAB,Laborables,L4S2_043-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_052-LAB,Laborables,L4S2_052-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_059-LAB,Laborables,L4S2_059-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_068-LAB,Laborables,L4S2_068-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_075-LAB,Laborables,L4S2_075-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_084-LAB,Laborables,L4S2_084-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_091-LAB,Laborables,L4S2_091-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_100-LAB,Laborables,L4S2_100-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_107-LAB,Laborables,L4S2_107-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_116-LAB,Laborables,L4S2_116-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_123-LAB,Laborables,L4S2_123-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_132-LAB,Laborables,L4S2_132-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_139-LAB,Laborables,L4S2_139-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_148-LAB,Laborables,L4S2_148-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_155-LAB,Laborables,L4S2_155-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S2_164-LAB,Laborables,L4S2_164-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S2_171-LAB,Laborables,L4S2_171-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_001-DOM,Domingos,L4S3_001-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_001-SAB,Sabados,L4S3_001-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_002-DOM,Domingos,L4S3_002-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_002-SAB,Sabados,L4S3_002-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_003-DOM,Domingos,L4S3_003-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_003-LAB,Laborables,L4S3_003-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_003-SAB,Sabados,L4S3_003-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_004-DOM,Domingos,L4S3_004-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_004-SAB,Sabados,L4S3_004-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_005-DOM,Domingos,L4S3_005-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_005-SAB,Sabados,L4S3_005-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_006-DOM,Domingos,L4S3_006-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_006-LAB,Laborables,L4S3_006-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_006-SAB,Sabados,L4S3_006-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_007-DOM,Domingos,L4S3_007-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_007-SAB,Sabados,L4S3_007-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_008-DOM,Domingos,L4S3_008-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_008-SAB,Sabados,L4S3_008-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_009-DOM,Domingos,L4S3_009-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_009-SAB,Sabados,L4S3_009-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_010-DOM,Domingos,L4S3_010-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_010-SAB,Sabados,L4S3_010-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_011-DOM,Domingos,L4S3_011-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_011-SAB,Sabados,L4S3_011-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_012-DOM,Domingos,L4S3_012-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_012-SAB,Sabados,L4S3_012-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_013-DOM,Domingos,L4S3_013-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_013-LAB,Laborables,L4S3_013-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_013-SAB,Sabados,L4S3_013-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_014-DOM,Domingos,L4S3_014-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_014-SAB,Sabados,L4S3_014-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_015-DOM,Domingos,L4S3_015-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_015-SAB,Sabados,L4S3_015-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_016-DOM,Domingos,L4S3_016-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_016-SAB,Sabados,L4S3_016-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_017-DOM,Domingos,L4S3_017-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_017-SAB,Sabados,L4S3_017-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_018-DOM,Domingos,L4S3_018-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_018-SAB,Sabados,L4S3_018-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_019-DOM,Domingos,L4S3_019-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_019-SAB,Sabados,L4S3_019-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_020-DOM,Domingos,L4S3_020-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_020-SAB,Sabados,L4S3_020-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_021-DOM,Domingos,L4S3_021-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_021-SAB,Sabados,L4S3_021-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_022-DOM,Domingos,L4S3_022-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_022-LAB,Laborables,L4S3_022-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_023-DOM,Domingos,L4S3_023-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_029-LAB,Laborables,L4S3_029-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_038-LAB,Laborables,L4S3_038-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_045-LAB,Laborables,L4S3_045-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_054-LAB,Laborables,L4S3_054-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_061-LAB,Laborables,L4S3_061-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_070-LAB,Laborables,L4S3_070-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_077-LAB,Laborables,L4S3_077-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_086-LAB,Laborables,L4S3_086-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_093-LAB,Laborables,L4S3_093-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_102-LAB,Laborables,L4S3_102-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_109-LAB,Laborables,L4S3_109-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_118-LAB,Laborables,L4S3_118-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_125-LAB,Laborables,L4S3_125-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_134-LAB,Laborables,L4S3_134-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_141-LAB,Laborables,L4S3_141-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S3_150-LAB,Laborables,L4S3_150-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S3_157-LAB,Laborables,L4S3_157-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_000-DOM,Domingos,L4S4_000-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_001-DOM,Domingos,L4S4_001-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_001-SAB,Sabados,L4S4_001-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_002-DOM,Domingos,L4S4_002-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_002-SAB,Sabados,L4S4_002-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_003-DOM,Domingos,L4S4_003-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_003-SAB,Sabados,L4S4_003-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_004-DOM,Domingos,L4S4_004-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_004-SAB,Sabados,L4S4_004-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_005-DOM,Domingos,L4S4_005-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_005-SAB,Sabados,L4S4_005-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_006-DOM,Domingos,L4S4_006-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_006-SAB,Sabados,L4S4_006-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_007-DOM,Domingos,L4S4_007-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_007-SAB,Sabados,L4S4_007-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_008-DOM,Domingos,L4S4_008-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_008-LAB,Laborables,L4S4_008-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_008-SAB,Sabados,L4S4_008-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_009-DOM,Domingos,L4S4_009-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_009-SAB,Sabados,L4S4_009-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_010-DOM,Domingos,L4S4_010-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_010-SAB,Sabados,L4S4_010-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_011-DOM,Domingos,L4S4_011-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_011-SAB,Sabados,L4S4_011-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_012-DOM,Domingos,L4S4_012-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_012-SAB,Sabados,L4S4_012-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_013-DOM,Domingos,L4S4_013-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_013-SAB,Sabados,L4S4_013-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_014-DOM,Domingos,L4S4_014-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_014-SAB,Sabados,L4S4_014-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_015-DOM,Domingos,L4S4_015-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_015-LAB,Laborables,L4S4_015-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_015-SAB,Sabados,L4S4_015-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_016-DOM,Domingos,L4S4_016-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_016-SAB,Sabados,L4S4_016-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_017-DOM,Domingos,L4S4_017-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_017-SAB,Sabados,L4S4_017-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_018-DOM,Domingos,L4S4_018-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_018-SAB,Sabados,L4S4_018-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_019-DOM,Domingos,L4S4_019-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_019-SAB,Sabados,L4S4_019-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_020-DOM,Domingos,L4S4_020-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_020-SAB,Sabados,L4S4_020-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_021-DOM,Domingos,L4S4_021-DOM,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_022-DOM,Domingos,L4S4_022-DOM,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_022-SAB,Sabados,L4S4_022-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_023-DOM,Domingos,L4S4_023-DOM,LAKUA / CATEDRAL,0,sha-019cf3b9
4,L4S4_024-LAB,Laborables,L4S4_024-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_031-LAB,Laborables,L4S4_031-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_040-LAB,Laborables,L4S4_040-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_047-LAB,Laborables,L4S4_047-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_056-LAB,Laborables,L4S4_056-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_063-LAB,Laborables,L4S4_063-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_072-LAB,Laborables,L4S4_072-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_079-LAB,Laborables,L4S4_079-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_088-LAB,Laborables,L4S4_088-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_095-LAB,Laborables,L4S4_095-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_104-LAB,Laborables,L4S4_104-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_111-LAB,Laborables,L4S4_111-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_120-LAB,Laborables,L4S4_120-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_127-LAB,Laborables,L4S4_127-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_136-LAB,Laborables,L4S4_136-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_143-LAB,Laborables,L4S4_143-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_152-LAB,Laborables,L4S4_152-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S4_159-LAB,Laborables,L4S4_159-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S4_168-LAB,Laborables,L4S4_168-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_001-LAB,Laborables,L4S5_001-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_001-SAB,Sabados,L4S5_001-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_002-LAB,Laborables,L4S5_002-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_002-SAB,Sabados,L4S5_002-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_003-SAB,Sabados,L4S5_003-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_004-SAB,Sabados,L4S5_004-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_005-LAB,Laborables,L4S5_005-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_005-SAB,Sabados,L4S5_005-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_006-SAB,Sabados,L4S5_006-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_007-SAB,Sabados,L4S5_007-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_008-SAB,Sabados,L4S5_008-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_009-SAB,Sabados,L4S5_009-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_010-LAB,Laborables,L4S5_010-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_010-SAB,Sabados,L4S5_010-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_011-SAB,Sabados,L4S5_011-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_012-SAB,Sabados,L4S5_012-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_013-SAB,Sabados,L4S5_013-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_014-SAB,Sabados,L4S5_014-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_015-SAB,Sabados,L4S5_015-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_016-SAB,Sabados,L4S5_016-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_017-LAB,Laborables,L4S5_017-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_017-SAB,Sabados,L4S5_017-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_018-SAB,Sabados,L4S5_018-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_019-SAB,Sabados,L4S5_019-SAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_020-SAB,Sabados,L4S5_020-SAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_022-SAB,Sabados,L4S5_022-SAB,MARITURRI / PORTAL ARRIAGA,0,sha-130153c2
4,L4S5_026-LAB,Laborables,L4S5_026-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_033-LAB,Laborables,L4S5_033-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_042-LAB,Laborables,L4S5_042-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_049-LAB,Laborables,L4S5_049-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_058-LAB,Laborables,L4S5_058-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_065-LAB,Laborables,L4S5_065-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_074-LAB,Laborables,L4S5_074-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_081-LAB,Laborables,L4S5_081-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_090-LAB,Laborables,L4S5_090-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_097-LAB,Laborables,L4S5_097-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_106-LAB,Laborables,L4S5_106-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
4,L4S5_113-LAB,Laborables,L4S5_113-LAB,LAKUA / MARITURRI,0,sha-f4f057a0
4,L4S5_122-LAB,Laborables,L4S5_122-LAB,MARITURRI / LAKUA,1,sha-b7033fa1
