stop_id,stop_name,stop_lat,stop_lon,stop_code,zone_id,stop_timezone,stop_url,level_id,parent_station
1139,Castilla / Etxezarra,42.841035,-2.687382,1139,1,Europe/Madrid,,,
1283,Etxezarra,42.844805,-2.692489,1283,1,Europe/Madrid,,,
1152,Castilla 47,42.840864,-2.687469,1152,1,Europe/Madrid,,,
1096,Manuel Iradier,42.841710,-2.667710,1096,1,Europe/Madrid,,,
1270,Av. Los Huetos / Mayoristas,42.857845,-2.721099,1270,1,Europe/Madrid,,,
1050,Esmaltaciones,42.835691,-2.659734,1050,1,Europe/Madrid,,,
1141,Castilla 120,42.838373,-2.695062,1141,1,Europe/Madrid,,,
1035,Los Herrán 36,42.845362,-2.665148,1035,1,Europe/Madrid,,,
1034,Los Herrán 4,42.842529,-2.664236,1034,1,Europe/Madrid,,,
1258,Florida / Jacinto Benavente,42.841782,-2.655914,1258,1,Europe/Madrid,,,
1100,Judimendi 7,42.847254,-2.661350,1100,1,Europe/Madrid,,,
1029,Portal Lasarte,42.838376,-2.683828,1029,1,Europe/Madrid,,,
1243,Derechos Humanos 34,42.841954,-2.705793,1243,1,Europe/Madrid,,,
1024,Av. Gasteiz 93,42.854406,-2.680108,1024,1,Europe/Madrid,,,
1075,Unibertsitatea,42.836645,-2.672711,1075,1,Europe/Madrid,,,
1255,Venta la Estrella / Errekaleor,42.837836,-2.654720,1255,1,Europe/Madrid,,,
1015,Teodoro Dublang / Bustinzuri,42.843970,-2.687780,1015,1,Europe/Madrid,,,
1164,Bulevar Salburua / Plaza Unión,42.850987,-2.650541,1164,1,Europe/Madrid,,,
1025,Europa,42.852489,-2.680517,1025,1,Europe/Madrid,,,
1327,Reyes Navarra / Telefonica,42.857481,-2.669284,1327,1,Europe/Madrid,,,
1134,Portal Arriaga 21,42.855689,-2.673449,1134,1,Europe/Madrid,,,
1064,Zaramaga / Boulevard,42.861328,-2.668923,1064,1,Europe/Madrid,,,
1094,Obispo Ballester,42.852544,-2.666466,1094,1,Europe/Madrid,,,
1161,Portal Foronda 24,42.862665,-2.683660,1161,1,Europe/Madrid,,,
1206,Paduleta / Mendigorritxu,42.831045,-2.743824,1206,1,Europe/Madrid,,,
1140,Castilla 80,42.839718,-2.691197,1140,1,Europe/Madrid,,,
1165,8 de marzo 27,42.854450,-2.650010,1165,1,Europe/Madrid,,,
1349,Henry Morton Stanley / Av Los Huetos,42.853094,-2.698481,1349,1,Europe/Madrid,,,
1148,Armentia / Basílica,42.832501,-2.701428,1148,1,Europe/Madrid,,,
